1751406115	1168071
1751406120	1201028
1751406125	1246927
1751406130	1198487
1751406135	1212394
1751406140	1238215
1751406145	1219002
1751406150	1193395
1751406155	1191007
1751406160	1152232
1751406165	1206010
1751406170	1211597
1751406175	1165594
1751406180	1244858
1751406185	1225144
1751406190	1164079
1751406195	1092948
1751406200	1140850
1751406205	1094654
1751406210	1114642
1751406215	1113615
1751406220	1116381
1751406225	1166535
1751406230	1129512
1751406235	1108410
1751406240	1184211
1751406245	1148585
1751406250	1154898
1751406255	1139242
1751406260	1135285
1751406265	1099293
1751406270	1080726
1751406275	1083852
1751406280	1107489
1751406285	1193124
1751406290	1075664
1751406295	1059873
1751406300	1103778
1751406305	1064884
1751406310	1186784
1751406315	1131720
1751406320	1173525
1751406325	1085826
1751406330	1159402
1751406335	1174910
1751406340	1138339
1751406345	1158639
1751406350	1134166
1751406355	1103804
1751406360	1107118
1751406365	1098394
1751406370	1103723
1751406375	1119896
1751406380	1144506
1751406385	1149661
1751406390	1189180
1751406395	1194453
1751406400	1217543
1751406405	1131127
1751406410	1205763
1751406415	1098689
1751406420	1154231
1751406425	1201661
1751406430	1181107
1751406435	1138045
1751406440	1101282
1751406445	1124388
1751406450	1106184
1751406455	1109502
1751406460	1121065
1751406465	1095153
1751406470	1121010
1751406475	1158676
1751406480	1134506
1751406485	1135231
1751406490	1131552
1751406495	1162486
1751406500	1121975
1751406505	1136071
1751406510	1082289
1751406515	1098678
1751406520	1076652
1751406525	1064055
1751406530	1138746
1751406535	1087222
1751406540	1099283
1751406545	1114680
1751406550	1122355
1751406555	1144206
1751406560	1115381
1751406565	1130775
1751406570	1140108
1751406575	1123621
1751406580	1118342
1751406585	1071657
1751406590	1095888
1751406595	1047741
1751406600	1109061
1751406605	1043627
1751406610	1101870
1751406615	1118920
1751406620	1070053
1751406625	1055270
1751406630	1099407
1751406635	1113423
1751406640	1098625
1751406645	1071526
1751406650	1040492
1751406655	1071523
1751406660	1056391
1751406665	1127767
1751406670	1113933
1751406675	1071836
1751406680	1055951
1751406685	1061020
1751406690	990379
1751406695	1058248
1751406700	1082634
1751406705	1047401
1751406710	1069233
1751406715	1062857
1751406720	1053664
1751406725	1111402
1751406730	1113362
1751406735	1139631
1751406740	1092823
1751406745	1116532
1751406750	1108149
1751406755	1082398
1751406760	1092106
1751406765	1061459
1751406770	1074447
1751406775	1056845
1751406780	999276
1751406785	1035623
1751406790	1019775
1751406795	1053300
1751406800	1085853
1751406805	1020302
1751406810	1066935
1751406815	1048223
1751406820	1018008
1751406825	1110560
1751406830	1021203
1751406835	1048976
1751406840	1054180
1751406845	1025009
1751406850	1081949
1751406855	1048974
1751406860	1072408
1751406865	1030596
1751406870	1039318
1751406875	1086711
1751406880	1134985
1751406885	1117295
1751406890	1072685
1751406895	1119865
1751406900	1132699
1751406905	1188993
1751406910	1128112
1751406915	1136858
1751406920	1137268
1751406925	1133234
1751406930	1117100
1751406935	1103927
1751406940	1144767
1751406945	1184352
1751406950	1191773
1751406955	1188530
1751406960	1160049
1751406965	1100801
1751406970	1136819
1751406975	1080629
1751406980	1141038
1751406985	1081672
1751406990	1085018
1751406995	994167
1751407000	985668
1751407005	1023788
1751407010	1087667
1751407015	1008961
1751407020	995521
1751407025	996897
1751407030	1057204
1751407035	1029439
1751407040	967522
1751407045	963561
1751407050	949373
1751407055	983655
1751407060	968794
1751407065	1014057
1751407070	983963
1751407075	983653
1751407080	984671
1751407085	968566
1751407090	993571
1751407095	995264
1751407100	967228
1751407105	969786
1751407110	965090
1751407115	996425
1751407120	988501
1751407125	990059
1751407130	1028290
1751407135	988182
1751407140	942270
1751407145	1010271
1751407150	999141
1751407155	977614
1751407160	984650
1751407165	949108
1751407170	1064797
1751407175	977762
1751407180	973413
1751407185	1000872
1751407190	969244
1751407195	975130
1751407200	987457
1751407205	953928
1751407210	932731
1751407215	957078
1751407220	976316
1751407225	955640
1751407230	945354
1751407235	904401
1751407240	910966
1751407245	936658
1751407250	983454
1751407255	955308
1751407260	919547
1751407265	926704
1751407270	933760
1751407275	945362
1751407280	966701
1751407285	986377
1751407290	962639
1751407295	990984
1751407300	1014410
1751407305	976601
1751407310	943541
1751407315	1011646
1751407320	980863
1751407325	1026877
1751407330	905901
1751407335	1022103
1751407340	1048423
1751407345	1004897
1751407350	1007110
1751407355	997059
1751407360	956389
1751407365	1000950
1751407370	1021737
1751407375	1029884
1751407380	1013469
1751407385	1002237
1751407390	1042845
1751407395	957404
1751407400	917762
1751407405	944832
1751407410	939272
1751407415	895719
1751407420	867302
1751407425	951861
1751407430	1004676
1751407435	1002901
1751407440	1001296
1751407445	992503
1751407450	955107
1751407455	969937
1751407460	1001999
1751407465	933350
1751407470	965435
1751407475	976530
1751407480	999406
1751407485	1026080
1751407490	1013418
1751407495	992059
1751407500	1039136
1751407505	1042753
1751407510	1049765
1751407515	1041819
1751407520	977104
1751407525	1009354
1751407530	970588
1751407535	982315
1751407540	968275
1751407545	989283
1751407550	1016404
1751407555	1035870
1751407560	1009107
1751407565	1039577
1751407570	1043450
1751407575	1005535
1751407580	1019733
1751407585	1064973
1751407590	1077850
1751407595	1086228
1751407600	1128894
1751407605	1081910
1751407610	1047811
1751407615	1058524
1751407620	1069897
1751407625	1037156
1751407630	1077882
1751407635	1068228
1751407640	1075421
1751407645	1028128
1751407650	1042405
1751407655	1058579
1751407660	1104255
1751407665	1040424
1751407670	1073560
