total_events	6088292
unique_pairs	59
unique_triples	60939
max_requests_per_sec	270508
max_requests_per_5sec	1246927
max_new_pairs_per_sec	53
max_new_pairs_per_5sec	57
max_new_triples_per_sec	11774
max_new_triples_per_5sec	33767
