1751406115	6834
1751406116	12201
1751406117	23975
1751406118	26346
1751406119	33767
1751406120	34914
1751406121	40738
1751406122	42201
1751406123	43979
1751406124	46091
1751406125	47035
1751406126	49004
1751406127	50066
1751406128	52808
1751406129	54538
1751406130	55832
1751406131	56018
1751406132	57302
1751406133	57800
1751406134	58226
1751406135	59050
1751406136	59226
1751406137	60047
1751406138	60146
1751406139	60743
1751406140	61215
1751406141	61365
1751406142	62051
1751406143	62178
1751406144	62488
1751406145	62854
1751406146	63212
1751406147	63641
1751406148	63701
1751406149	63824
1751406150	64005
1751406151	64049
1751406152	64270
1751406153	64308
1751406154	64448
1751406155	64712
1751406156	64948
1751406157	65083
1751406158	65202
1751406159	65324
1751406160	65345
1751406161	65379
1751406162	65456
1751406163	65461
1751406164	65525
1751406165	65573
1751406166	65581
1751406167	65603
1751406168	65616
1751406169	65658
1751406170	65684
1751406171	65691
1751406172	65707
1751406173	65719
1751406174	65745
1751406175	65747
1751406176	65760
1751406177	65777
1751406178	65786
1751406179	65792
1751406180	65809
1751406181	65812
1751406182	65821
1751406183	65822
1751406184	65826
1751406185	65836
1751406186	65842
1751406187	65850
1751406188	65851
1751406189	65852
1751406190	65855
1751406191	65858
1751406192	65860
1751406193	65863
1751406194	65867
1751406195	65872
1751406196	65875
1751406197	65876
1751406198	65883
1751406199	65891
1751406200	65891
1751406201	65894
1751406202	65897
1751406203	65900
1751406204	65914
1751406205	65917
1751406206	65918
1751406207	65920
1751406208	65927
1751406209	65928
1751406210	65928
1751406211	65931
1751406212	65933
1751406213	65934
1751406214	65938
1751406215	65940
1751406216	65943
1751406217	65950
1751406218	65953
1751406219	65955
1751406220	65955
1751406221	65956
1751406222	65956
1751406223	65958
1751406224	65959
1751406225	65959
1751406226	65960
1751406227	65961
1751406228	65968
1751406229	65973
1751406230	65976
1751406231	65979
1751406232	65983
1751406233	65986
1751406234	65990
1751406235	65997
1751406236	66036
1751406237	66100
1751406238	66106
1751406239	66113
1751406240	66116
1751406241	66118
1751406242	66121
1751406243	66121
1751406244	66385
1751406245	66395
1751406246	66416
1751406247	66416
1751406248	66417
1751406249	66445
1751406250	66517
1751406251	66520
1751406252	66674
1751406253	66674
1751406254	66731
1751406255	66731
1751406256	66735
1751406257	66748
1751406258	66752
1751406259	67138
1751406260	67385
1751406261	67682
1751406262	68161
1751406263	68259
1751406264	68264
1751406265	68266
1751406266	68268
1751406267	68271
1751406268	68272
1751406269	68272
1751406270	68272
1751406271	68275
1751406272	68277
1751406273	68279
1751406274	68280
1751406275	68280
1751406276	68280
1751406277	68287
1751406278	68288
1751406279	68296
1751406280	68302
1751406281	68318
1751406282	68341
1751406283	68343
1751406284	68384
1751406285	68385
1751406286	68385
1751406287	68388
1751406288	68392
1751406289	68402
1751406290	68403
1751406291	68405
1751406292	68406
