1751406115	53
1751406116	2
1751406117	2
1751406118	0
1751406119	0
1751406120	0
1751406121	0
1751406122	0
1751406123	0
1751406124	1
1751406125	1
1751406126	0
1751406127	0
1751406128	0
1751406129	0
1751406130	0
1751406131	0
1751406132	0
1751406133	0
1751406134	0
1751406135	0
1751406136	0
1751406137	0
1751406138	0
1751406139	0
1751406140	1
1751406141	0
1751406142	0
1751406143	0
1751406144	0
1751406145	0
1751406146	0
1751406147	0
1751406148	0
1751406149	0
1751406150	0
1751406151	0
1751406152	0
1751406153	0
1751406154	0
1751406155	0
1751406156	0
1751406157	0
1751406158	0
1751406159	0
1751406160	0
1751406161	0
1751406162	0
1751406163	0
1751406164	0
1751406165	0
1751406166	0
1751406167	0
1751406168	0
1751406169	0
1751406170	0
1751406171	0
1751406172	0
1751406173	0
1751406174	0
1751406175	0
1751406176	0
1751406177	0
1751406178	0
1751406179	0
1751406180	0
1751406181	0
1751406182	0
1751406183	0
1751406184	0
1751406185	0
1751406186	0
1751406187	0
1751406188	0
1751406189	0
1751406190	0
1751406191	0
1751406192	0
1751406193	0
1751406194	0
1751406195	0
1751406196	0
1751406197	0
1751406198	0
1751406199	0
1751406200	0
1751406201	0
1751406202	0
1751406203	0
1751406204	0
1751406205	0
1751406206	0
1751406207	0
1751406208	0
1751406209	0
1751406210	0
1751406211	0
1751406212	0
1751406213	0
1751406214	0
1751406215	0
1751406216	0
1751406217	0
1751406218	0
1751406219	0
1751406220	0
1751406221	0
1751406222	0
1751406223	0
1751406224	0
1751406225	0
1751406226	0
1751406227	0
1751406228	0
1751406229	0
1751406230	0
1751406231	0
1751406232	0
1751406233	0
1751406234	0
1751406235	0
1751406236	0
1751406237	0
1751406238	0
1751406239	0
1751406240	0
1751406241	0
1751406242	0
1751406243	0
1751406244	0
1751406245	0
1751406246	0
1751406247	0
1751406248	0
1751406249	0
1751406250	0
1751406251	0
1751406252	0
1751406253	0
1751406254	0
1751406255	0
1751406256	0
1751406257	0
1751406258	0
1751406259	0
1751406260	0
1751406261	0
1751406262	0
1751406263	0
1751406264	0
1751406265	0
1751406266	0
1751406267	0
1751406268	0
1751406269	0
1751406270	0
1751406271	0
