1751406115	170075
1751406116	253629
1751406117	263272
1751406118	229740
1751406119	251355
1751406120	222458
1751406121	241433
1751406122	231152
1751406123	255959
1751406124	250026
1751406125	239275
1751406126	270508
1751406127	243545
1751406128	251680
1751406129	241919
1751406130	241856
1751406131	226263
1751406132	232304
1751406133	237829
1751406134	260235
1751406135	235810
1751406136	229237
1751406137	253509
1751406138	238807
1751406139	255031
1751406140	269546
1751406141	244421
1751406142	247202
1751406143	242413
1751406144	234633
1751406145	245658
1751406146	246240
1751406147	255510
1751406148	232640
1751406149	238954
1751406150	243272
1751406151	236842
1751406152	241880
1751406153	232635
1751406154	238766
1751406155	223597
1751406156	245199
1751406157	249892
1751406158	235617
1751406159	236702
1751406160	226314
1751406161	233315
1751406162	244320
1751406163	223589
1751406164	224694
1751406165	244754
1751406166	234634
1751406167	225579
1751406168	241051
1751406169	259992
1751406170	245192
1751406171	246785
1751406172	237954
1751406173	231696
1751406174	249970
1751406175	233210
1751406176	228064
1751406177	258127
1751406178	220871
1751406179	225322
1751406180	244627
1751406181	255835
1751406182	255209
1751406183	255697
1751406184	233490
1751406185	268226
1751406186	243882
1751406187	235326
1751406188	240608
1751406189	237102
1751406190	231089
1751406191	236721
1751406192	235458
1751406193	237380
1751406194	223431
1751406195	213908
1751406196	219935
1751406197	222031
1751406198	216273
1751406199	220801
1751406200	227850
1751406201	224957
1751406202	230008
1751406203	227080
1751406204	230955
1751406205	228862
1751406206	224721
1751406207	201504
1751406208	213839
1751406209	225728
1751406210	215768
1751406211	224713
1751406212	223871
1751406213	224540
1751406214	225750
1751406215	205393
1751406216	220348
1751406217	226122
1751406218	231915
1751406219	229837
1751406220	210678
1751406221	237184
1751406222	228787
1751406223	212451
1751406224	227281
1751406225	249698
1751406226	218860
1751406227	239273
1751406228	220695
1751406229	238009
1751406230	231481
1751406231	229041
1751406232	221853
1751406233	223322
1751406234	223815
1751406235	225596
1751406236	234506
1751406237	215586
1751406238	220338
1751406239	212384
1751406240	218995
1751406241	224494
1751406242	253751
1751406243	242508
1751406244	244463
1751406245	249718
1751406246	223611
1751406247	222104
1751406248	221366
1751406249	231786
1751406250	236226
1751406251	217165
1751406252	228815
1751406253	237151
1751406254	235541
1751406255	225418
1751406256	227932
1751406257	224833
1751406258	223484
1751406259	237575
1751406260	236891
1751406261	235129
1751406262	215920
1751406263	221294
1751406264	226051
1751406265	235929
1751406266	231145
1751406267	209507
1751406268	212746
1751406269	209966
1751406270	211999
1751406271	209336
1751406272	208461
1751406273	231801
1751406274	219129
1751406275	214055
1751406276	205948
1751406277	228048
1751406278	218973
1751406279	216828
1751406280	215154
1751406281	216630
1751406282	219524
1751406283	228804
1751406284	227377
1751406285	248073
1751406286	250490
1751406287	222426
1751406288	229145
1751406289	242990
1751406290	225185
1751406291	217986
1751406292	208363
1751406293	217772
1751406294	206358
1751406295	197353
1751406296	223654
1751406297	219222
1751406298	214409
1751406299	205235
1751406300	203977
1751406301	232007
1751406302	220689
1751406303	221837
1751406304	225268
1751406305	212667
1751406306	209350
1751406307	205754
1751406308	211700
1751406309	225413
1751406310	229728
1751406311	235519
1751406312	233963
1751406313	245615
1751406314	241959
1751406315	230442
1751406316	223094
1751406317	226988
1751406318	229685
1751406319	221511
1751406320	232582
1751406321	251800
1751406322	243163
1751406323	230583
1751406324	215397
1751406325	216971
1751406326	228963
1751406327	215513
1751406328	212682
1751406329	211697
1751406330	215002
1751406331	226888
1751406332	231947
1751406333	249587
1751406334	235978
1751406335	226768
1751406336	228563
1751406337	248412
1751406338	233663
1751406339	237504
1751406340	222166
1751406341	218230
1751406342	225515
1751406343	230707
1751406344	241721
1751406345	234042
1751406346	237605
1751406347	226379
1751406348	229546
1751406349	231067
1751406350	224478
1751406351	220510
1751406352	226326
1751406353	233141
1751406354	229711
1751406355	206020
1751406356	221441
1751406357	236178
1751406358	222866
1751406359	217299
1751406360	225439
1751406361	215285
1751406362	212805
1751406363	236250
1751406364	217339
1751406365	221652
1751406366	216957
1751406367	201400
